тип,Пр.Всего,Цена,Балк/Лодж,Санузел,Тип дома,Отделка,Этаж,Мебель,ПлощКухни,ЖилПлощ,Кол-воЭтаж,Кол-воКомн,Парковка,Ремонт,ВысПотол,Техника,ОбщПлощ,ГодПостр,Широта,Долгота,Адрес
Вторичка,944,5980000,,совмещенный,кирпичный,,3,кухня,6 м²,17 м²,5,1,открытая во дворе,косметический,,,31.8 м²,1958,55.79930496,49.18021774,"р-н Советский, Республика Татарстан, Казань, Советский район, территория Октябрьский городок, 1/110"
Вторичка,2066,7800000,балкон,раздельный,панельный,,6,,8.5 м²,29.1 м²,9,2,открытая во дворе,дизайнерский,2.6 м,,52 м²,1984,55.86106873,49.07445908,"Республика Татарстан, Казань, ул. Побежимова, 46"
Вторичка,4232,8990000,,совмещенный,кирпичный,,6,"кухня, хранение одежды, спальные места",6 м²,21 м²,19,1,"открытая во дворе, за шлагбаумом во дворе",дизайнерский,2.8 м,"кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",28.6 м²,2023,55.80522537,49.17841339,"р-н Советский, Республика Татарстан, Казань, ул. Новаторов, 8А"
Вторичка,478,8500000,балкон,совмещенный,панельный,,2,"кухня, хранение одежды, спальные места",6 м²,36 м²,5,3,открытая во дворе,косметический,2.7 м,"холодильник, стиральная машина",58.1 м²,1971,55.79696274,49.19213104,"р-н Советский, Республика Татарстан (Татарстан), Казань, ул. Космонавтов, 34"
Вторичка,400,13500000,балкон,раздельный,кирпичный,,9,"кухня, хранение одежды, спальные места",9 м²,40 м²,18,2,"открытая во дворе, за шлагбаумом во дворе",косметический,2.6 м,кондиционер,60 м²,2019,55.82332611,49.14310837,"Республика Татарстан, Казань, ул. Четаева, 14"
Вторичка,248,8500000,лоджия,совмещенный,монолитно-кирпичный,,13,"кухня, хранение одежды",12.5 м²,21.9 м²,16,1,за шлагбаумом во дворе,косметический,2.7 м,"посудомоечная машина, водонагреватель",47.4 м²,2011,55.742286,49.201043,"Республика Татарстан (Татарстан), Казань, ул. Юлиуса Фучика, 2Б"
Вторичка,493,3950000,балкон,совмещенный,кирпичный,,3,,8.9 м²,14.6 м²,3,1,открытая во дворе,евро,,,34.1 м²,,55.7092247,49.33161163,"Республика Татарстан, Пестречинский р-н, Богородское сельское поселение, д. Куюки, 14-й квартал, 9"
Вторичка,7324,4690000,,совмещенный,кирпичный,,1,,5 м²,28 м²,9,2,,требует ремонта,,,34.5 м²,1978,55.804208,49.180983,"р-н Советский, Республика Татарстан, Казань, ул. Заря, 3А"
Вторичка,583,5600000,,совмещенный,кирпичный,,5,,10 м²,14 м²,5,1,открытая во дворе,евро,,,24 м²,1965,55.77066619009323,49.15280559971691,"Республика Татарстан (Татарстан), Казань, ул. Айрата Хайруллина, 5к1"
Вторичка,987,7990000,лоджия,совмещенный,панельный,,10,"кухня, хранение одежды, спальные места",11 м²,28 м²,11,2,открытая во дворе,дизайнерский,2.5 м,холодильник,42 м²,2003,55.77041786829747,49.239242434583076,"Республика Татарстан (Татарстан), Казань, ул. Ноксинский Спуск, 27"
Вторичка,1723,6300000,балкон,совмещенный,кирпичный,,3,"кухня, хранение одежды, спальные места",13 м²,30 м²,3,2,открытая во дворе,евро,,кондиционер,56.3 м²,2019,55.80464172,49.4474411,"Республика Татарстан, Пестречинский р-н, Кощаковское сельское поселение, д. Царёво, ул. Петра Гаврилова, 38"
Вторичка,309,6799000,балкон,совмещенный,панельный,,2,"кухня, хранение одежды, спальные места",8 м²,,10,1,открытая во дворе,евро,,,33.5 м²,1993,55.840447,49.132187,"Республика Татарстан, Казань, ул. Фатыха Амирхана, 97"
Вторичка,235,7800000,балкон,раздельный,панельный,,5,"кухня, хранение одежды, спальные места",7.9 м²,33.1 м²,10,2,открытая во дворе,косметический,2.7 м,"кондиционер, стиральная машина",52.8 м²,1995,55.77209854,49.23384857,"Республика Татарстан, Казань, Минская ул., 32"
Вторичка,595,4799000,балкон,совмещенный,монолитно-кирпичный,,11,"кухня, хранение одежды, спальные места",11 м²,18 м²,18,1,"открытая во дворе, за шлагбаумом во дворе",косметический,,"холодильник, стиральная машина",44 м²,2019,55.864424,48.877442,"р-н Кировский, Республика Татарстан (Татарстан), Казань, ул. Айрата Арсланова, 12/2"
Вторичка,3375,7600000,лоджия,совмещенный,монолитно-кирпичный,,5,"кухня, спальные места",,21.7 м²,18,студия,"подземная, за шлагбаумом во дворе",дизайнерский,3 м,,32.5 м²,2022,55.74321747,49.23236847,"Республика Татарстан, Казань, ул. Комиссара Габишева, 18А"
Вторичка,932,12499000,лоджия,"совмещенный, раздельный",панельный,,7,"кухня, хранение одежды, спальные места",13.4 м²,47.2 м²,19,3,открытая во дворе,евро,2.8 м,"холодильник, посудомоечная машина, водонагреватель",82.1 м²,2016,55.80336761,49.24025345,"р-н Советский, Республика Татарстан, Казань, ул. Натана Рахлина, 13"
Вторичка,207,5850000,балкон,совмещенный,монолитный,,11,"кухня, хранение одежды, спальные места",10 м²,11.7 м²,12,1,за шлагбаумом во дворе,евро,2.8 м,"холодильник, стиральная машина",25.7 м²,2019,55.851924,49.066367,"Республика Татарстан (Татарстан), Казань, Тэцевская ул., 4А"
Вторичка,3645,4299000,балкон,совмещенный,кирпичный,,2,"кухня, хранение одежды, спальные места",6 м²,15 м²,9,1,открытая во дворе,косметический,2.7 м,холодильник,28 м²,1980,55.86014175,49.21908951,"р-н Советский, Республика Татарстан, Казань, Советский район, посёлок Дербышки, ул. Мира, 47"
Вторичка,756,3950000,балкон,совмещенный,кирпичный,,3,"кухня, хранение одежды, спальные места",7.5 м²,14.5 м²,3,1,открытая во дворе,косметический,3 м,"холодильник, стиральная машина",28.9 м²,2016,55.810982,49.441953,"Республика Татарстан (Татарстан), Пестречинский р-н, Шигалеевское сельское поселение, с. Новое Шигалеево, ул. Габдуллы Тукая, 41"
Вторичка,2465,5999900,,совмещенный,кирпичный,,1,кухня,5.9 м²,18.7 м²,5,1,открытая во дворе,евро,2.5 м,,32.1 м²,,55.8092804,49.08040619,"Республика Татарстан, Казань, Кировский район, Шоссейная ул., 19А"
Вторичка,2218,10500000,лоджия,совмещенный,кирпичный,,3,"кухня, хранение одежды, спальные места",26 м²,15.8 м²,10,1,за шлагбаумом во дворе,дизайнерский,2.9 м,"кондиционер, холодильник, стиральная машина, водонагреватель",53.9 м²,2004,55.83679199,49.13584137,"Республика Татарстан, Казань, ул. Маршала Чуйкова, 43"
Вторичка,1058,8000000,балкон,совмещенный,монолитно-кирпичный,,2,"кухня, хранение одежды",6 м²,29 м²,5,2,открытая во дворе,евро,2.7 м,"холодильник, стиральная машина",46 м²,1972,55.8210907,49.08472061,"Республика Татарстан, Казань, ул. Декабристов, 97"
Вторичка,937,9000000,лоджия,совмещенный,панельный,,4,"кухня, хранение одежды",8.4 м²,38.7 м²,10,3,открытая во дворе,евро,,,64.5 м²,1990,55.742564,49.211894,"Республика Татарстан, Казань, ул. Юлиуса Фучика, 14"
Вторичка,627,2550000,,совмещенный,кирпичный,,3,"кухня, спальные места",,,5,студия,,евро,,"холодильник, стиральная машина, водонагреватель",15 м²,,55.83696661646781,49.09561775061056,"Республика Татарстан (Татарстан), Казань, Ново-Савиновский район, Октябрьская ул., 8"
Вторичка,2065,7990000,лоджия,раздельный,кирпичный,,9,"кухня, хранение одежды, спальные места",5 м²,30 м²,10,2,открытая во дворе,дизайнерский,2.5 м,холодильник,43.6 м²,1975,55.83661166999024,49.09710155331729,"Республика Татарстан (Татарстан), Казань, ул. Восстания, 12А"
Вторичка,2417,5100000,балкон,совмещенный,монолитный,,3,,,17 м²,19,студия,открытая во дворе,евро,2.7 м,,27 м²,2022,55.68076324,49.20121384,"р-н Приволжский, Республика Татарстан, Казань, ул. Ярышлар, 4"
Вторичка,1129,6390000,,совмещенный,кирпичный,,1,"кухня, хранение одежды, спальные места",6.7 м²,,5,1,открытая во дворе,дизайнерский,2.6 м,"кондиционер, холодильник, стиральная машина, водонагреватель",30.8 м²,1971,55.80771255,49.08173752,"Республика Татарстан, Казань, Кировский район, Шоссейная ул., 22"
Вторичка,934,9500000,"балкон, лоджия",совмещенный,монолитно-кирпичный,,7,"кухня, хранение одежды, спальные места",11.8 м²,37.2 м²,15,2,открытая во дворе,евро,,"холодильник, стиральная машина",71 м²,2000,55.76889038,49.22083282,"Республика Татарстан, Казань, пр-т Победы, 100"
Вторичка,2365,8800000,балкон,совмещенный,монолитный,,4,,,25.5 м²,21,студия,подземная,евро,,"кондиционер, холодильник, стиральная машина",27.1 м²,2018,55.8117,49.095419,"Республика Татарстан, Казань, Комсомольская ул., 2"
Вторичка,5217,4399000,,совмещенный,кирпичный,,1,,6.3 м²,19.2 м²,5,1,открытая во дворе,евро,,,27.5 м²,1968,55.765868,49.138852,"Республика Татарстан (Татарстан), Казань, Ботаническая ул., 20"
Вторичка,672,3199000,,совмещенный,монолитно-кирпичный,,1,"кухня, спальные места",,19.3 м²,5,студия,открытая во дворе,дизайнерский,,,19.5 м²,,55.85264587,49.07065201,"Республика Татарстан, Казань, ул. Белинского, 39"
Вторичка,874,6480000,лоджия,совмещенный,панельный,,8,"кухня, хранение одежды, спальные места",11.3 м²,27 м²,9,1,открытая во дворе,косметический,2.6 м,кондиционер,41.8 м²,1998,55.7781868,49.23227692,"Республика Татарстан, Казань, ул. Академика Сахарова, 6"
Вторичка,197,6499999,балкон,совмещенный,монолитно-кирпичный,,3,кухня,,27.2 м²,23,студия,"открытая во дворе, за шлагбаумом во дворе",евро,,"холодильник, стиральная машина",32 м²,2020,55.721731868163666,49.18768884454389,"Республика Татарстан (Татарстан), Казань, ул. Братьев Батталовых, 20к1"
Вторичка,2094,6500000,"балкон, лоджия",совмещенный,монолитный,,10,,9 м²,16.5 м²,19,1,открытая во дворе,требует ремонта,2.6 м,,41.3 м²,2003,55.79230499,49.22121048,"р-н Советский, Республика Татарстан, Казань, пр-т Победы, 186"
Вторичка,1590,5790000,,совмещенный,панельный,,3,,12 м²,34 м²,3,2,открытая во дворе,косметический,2.7 м,,62.4 м²,2018,55.70429993,49.35500336,"Республика Татарстан (Татарстан), Пестречинский р-н, Богородское сельское поселение, д. Куюки, 6-й квартал, 25"
Вторичка,3840,4750000,балкон,совмещенный,кирпичный,,6,"кухня, хранение одежды, спальные места",5.1 м²,17.9 м²,9,1,открытая во дворе,косметический,2.6 м,"холодильник, стиральная машина",30 м²,1979,55.768769816922685,49.16487287875026,"Республика Татарстан (Татарстан), Казань, Магаданская ул., 18Б"
Вторичка,317,2950000,,совмещенный,кирпичный,,1,,,,5,студия,открытая во дворе,косметический,3.4 м,стиральная машина,19.6 м²,,55.81484985,49.19635391,"р-н Советский, Республика Татарстан, Казань, Ново-Азинская ул., 47"
Вторичка,747,5500000,,совмещенный,кирпичный,,2,,7.7 м²,18.8 м²,3,1,,косметический,,,35.8 м²,,55.85539246,49.07944489,"Республика Татарстан, Казань, Индустриальная ул., 9"
Вторичка,1182,7300000,балкон,совмещенный,кирпичный,,6,"кухня, хранение одежды, спальные места",7.4 м²,16.3 м²,10,1,открытая во дворе,евро,,"холодильник, стиральная машина",35.6 м²,2009,55.791005,49.18181,"Республика Татарстан, Казань, Курская ул., 27"
Вторичка,2462,7900000,,раздельный,монолитно-кирпичный,,1,,13 м²,,21,1,,требует ремонта,,,45.9 м²,,55.7816658,49.18772888,"Республика Татарстан, Казань, ул. Аделя Кутуя, 100"
Вторичка,5897,5699000,,совмещенный,кирпичный,,3,,6 м²,30 м²,5,2,,косметический,,,43 м²,1969,55.864939,49.093406,"Республика Татарстан (Татарстан), Казань, ул. Симонова, 2Б"
Вторичка,289,7700000,лоджия,раздельный,панельный,,1,"кухня, хранение одежды, спальные места",9.4 м²,28.3 м²,9,2,открытая во дворе,косметический,2.5 м,"холодильник, стиральная машина",54.1 м²,1978,55.743304,49.225333,"Республика Татарстан, Казань, ул. Рихарда Зорге, 109"
Вторичка,3687,6600000,,совмещенный,панельный,,9,,8 м²,16 м²,10,1,открытая во дворе,косметический,2.7 м,,33 м²,2000,55.7786026,49.22824478,"Республика Татарстан, Казань, ул. Академика Сахарова, 5"
Вторичка,2531,12300000,лоджия,совмещенный,монолитный,,2,"кухня, хранение одежды, спальные места",20 м²,37 м²,17,3,за шлагбаумом во дворе,евро,2.8 м,"кондиционер, водонагреватель",70 м²,2015,55.75022400710729,49.184307595305235,"Республика Татарстан (Татарстан), Казань, ул. Профессора Камая, 8А"
Вторичка,4354,3000000,балкон,совмещенный,кирпичный,,5,"кухня, хранение одежды, спальные места",6.5 м²,17 м²,5,1,открытая во дворе,косметический,2.5 м,"холодильник, стиральная машина",29.8 м²,1974,55.88579178,49.26861191,"Республика Татарстан, г.о. Казань, Научный Городок, 1"
Вторичка,4344,3149000,балкон,совмещенный,кирпичный,,1,,11 м²,15 м²,9,1,,евро,3.2 м,,28.8 м²,1981,55.863838,49.101725,"Республика Татарстан (Татарстан), Казань, ул. Академика Павлова, 11"
Вторичка,137,6600000,лоджия,совмещенный,панельный,,1,"кухня, хранение одежды, спальные места",7 м²,16.8 м²,9,1,открытая во дворе,евро,2.5 м,"холодильник, стиральная машина, водонагреватель",32.7 м²,1996,55.83912277,49.13568878,"Республика Татарстан, Казань, ул. Фатыха Амирхана, 26"
Вторичка,5300,10800000,,совмещенный,панельный,,2,"кухня, спальные места",6 м²,,5,3,открытая во дворе,дизайнерский,,"холодильник, стиральная машина",58 м²,,55.77409363,49.1113472,"Республика Татарстан, Казань, ул. Карима Тинчурина, 23"
Вторичка,177,6700000,,совмещенный,панельный,,2,"кухня, спальные места",6 м²,30.8 м²,5,2,открытая во дворе,косметический,2.7 м,,47.5 м²,1964,55.82984895757076,49.0882891591559,"Республика Татарстан (Татарстан), Казань, Волгоградская ул., 23"
Вторичка,20298,3399999,,совмещенный,кирпичный,,4,,,10 м²,5,студия,открытая во дворе,евро,2.6 м,,17.9 м²,1973,55.754269,49.194422,"Республика Татарстан, Казань, ул. Рихарда Зорге, 32к2"
Вторичка,2516,4200000,,совмещенный,монолитный,,1,кухня,13.7 м²,15 м²,3,1,"открытая во дворе, за шлагбаумом во дворе",косметический,2.8 м,,44.6 м²,2023,55.712046,49.3357,"Республика Татарстан (Татарстан), Пестречинский р-н, Богородское сельское поселение, д. Куюки, ул. 21-й Квартал, 1"
Вторичка,669,11100000,лоджия,совмещенный,кирпичный,,7,"кухня, хранение одежды",13.9 м²,18 м²,11,1,"наземная многоуровневая, открытая во дворе",евро,2.8 м,"кондиционер, посудомоечная машина",45.1 м²,,55.76683409636364,49.14950086460664,"Республика Татарстан (Татарстан), Казань, ул. Павлюхина, 99Б"
Вторичка,18299,9950000,,совмещенный,кирпичный,,1,кухня,16 м²,38 м²,9,2,открытая во дворе,евро,2.8 м,,69.4 м²,,55.82264328,49.06864166,"Республика Татарстан, Казань, ул. Галимджана Баруди, 18"
Вторичка,2237,8900000,лоджия,раздельный,кирпичный,,5,хранение одежды,7 м²,25 м²,9,2,за шлагбаумом во дворе,евро,2.7 м,кондиционер,51.9 м²,2002,55.829734,49.144098,"Республика Татарстан, Казань, ул. Адоратского, 17"
Вторичка,3816,8795000,лоджия,раздельный,панельный,,5,"кухня, хранение одежды, спальные места",9 м²,31 м²,9,2,открытая во дворе,дизайнерский,2.5 м,"холодильник, стиральная машина, посудомоечная машина",52.5 м²,1988,55.84212875,49.13013077,"Республика Татарстан, Казань, ул. Фатыха Амирхана, 95"
Вторичка,994,8500000,,раздельный,кирпичный,,2,,9 м²,,4,2,"открытая во дворе, за шлагбаумом во дворе",требует ремонта,,,65 м²,,55.833754,49.079384,"Республика Татарстан, Казань, ул. Восстания, 42"
Вторичка,1481,7800000,балкон,раздельный,панельный,,5,"кухня, хранение одежды, спальные места",6.4 м²,28.2 м²,9,2,открытая во дворе,косметический,2.5 м,"кондиционер, холодильник, стиральная машина",49 м²,1980,55.749836,49.231612,"Республика Татарстан, Казань, ул. Кул Гали, 14"
Вторичка,480,8888000,балкон,раздельный,панельный,,7,"кухня, хранение одежды, спальные места",8.6 м²,29.5 м²,10,2,открытая во дворе,евро,2.7 м,"кондиционер, холодильник, стиральная машина, водонагреватель",51.1 м²,1989,55.73929214,49.2136116,"Республика Татарстан, Казань, Приволжский район, мкр-н Горки-3, Дубравная ул., 23"
Вторичка,782,3390000,балкон,совмещенный,кирпичный,,5,"кухня, спальные места",,18 м²,5,студия,открытая во дворе,евро,2.7 м,стиральная машина,18 м²,1959,55.834588,49.092876,"Республика Татарстан, Казань, ул. Восстания, 25"
Вторичка,689,8499999,лоджия,раздельный,кирпичный,,6,"кухня, хранение одежды, спальные места",8.5 м²,30 м²,10,2,открытая во дворе,косметический,2.7 м,,56 м²,1998,55.78459157682533,49.17887397383742,"Республика Татарстан (Татарстан), Казань, ул. Аделя Кутуя, 54"
Вторичка,982,7390000,,совмещенный,кирпичный,,3,"кухня, хранение одежды",8.5 м²,17.6 м²,9,1,,косметический,,,38 м²,,55.72245789,49.17058945,"Республика Татарстан, Казань, ул. Рауиса Гареева, 94"
Вторичка,955,6550000,балкон,раздельный,панельный,,4,кухня,6 м²,35 м²,5,2,открытая во дворе,косметический,2.6 м,"кондиционер, холодильник, стиральная машина",43 м²,,55.76233729377498,49.17218098820166,"Республика Татарстан (Татарстан), Казань, ул. Латышских Стрелков, 6"
Вторичка,7507,7450000,балкон,раздельный,панельный,,9,"кухня, хранение одежды",8 м²,23 м²,9,2,открытая во дворе,евро,2.7 м,,54 м²,1998,55.77669907,49.2351265,"Республика Татарстан, Казань, ул. Академика Глушко, 1"
Вторичка,309,6200000,балкон,совмещенный,панельный,,6,"кухня, спальные места",8 м²,17 м²,9,1,открытая во дворе,косметический,2.7 м,"кондиционер, холодильник, стиральная машина, водонагреватель",33.2 м²,1989,55.839047,49.149668,"р-н Ново-Савиновский, Республика Татарстан (Татарстан), Казань, ул. Адоратского, 34"
Вторичка,293,8700000,балкон,раздельный,панельный,,3,,7 м²,,10,2,открытая во дворе,косметический,,,48 м²,2002,55.82572,49.118362,"Республика Татарстан (Татарстан), Казань, Ново-Савиновский район, Меридианная ул., 30"
Вторичка,915,7750000,лоджия,совмещенный,кирпичный,,10,"кухня, хранение одежды, спальные места",13.5 м²,16 м²,16,1,"подземная, за шлагбаумом во дворе",евро,2.7 м,"кондиционер, холодильник, стиральная машина",42.6 м²,2011,55.73064041,49.16921616,"Республика Татарстан, Казань, ул. Баки Урманче, 10"
Вторичка,2283,8695000,лоджия,совмещенный,кирпичный,,5,"кухня, хранение одежды, спальные места",15 м²,,10,1,"подземная, открытая во дворе",евро,,"кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",51 м²,2008,55.73200226,49.16940308,"Республика Татарстан, Казань, ул. Мидхата Булатова, 5"
Новостройки,5543,5799000,,совмещенный,кирпичный,предчистовая,12,,14.6 м²,9.3 м²,20,1,"подземная, наземная многоуровневая, открытая во дворе, за шлагбаумом во дворе",,2.9 м,,32.1 м²,,55.81575144497593,49.18507786683696,"р-н Советский, Республика Татарстан (Татарстан), Казань, Советский район"
Вторичка,1342,7400000,,совмещенный,монолитный,,4,"кухня, хранение одежды",16 м²,12.4 м²,8,2,,евро,,"кондиционер, посудомоечная машина, водонагреватель",39.5 м²,2020,55.85099792,49.06251144,"Республика Татарстан, Казань, Тэцевская ул., 4Д"
Вторичка,4398,5100000,,совмещенный,кирпичный,,4,"кухня, хранение одежды",5.6 м²,24.9 м²,4,2,открытая во дворе,евро,2.5 м,,41 м²,1964,55.86481857,49.21734619,"р-н Советский, Республика Татарстан, Казань, ул. Халезова, 22А"
Вторичка,924,6600000,лоджия,совмещенный,панельный,,9,,9 м²,16 м²,10,1,,косметический,,,36 м²,,55.770623,49.232394,"Республика Татарстан, Казань, ул. Юлиуса Фучика, 106"
Вторичка,2161,6650000,лоджия,совмещенный,кирпичный,,2,,7.5 м²,15 м²,9,1,открытая во дворе,косметический,,,33 м²,,55.81737137,49.0669136,"Республика Татарстан, Казань, Межевая ул., 33"
Вторичка,795,10999000,"балкон, лоджия",раздельный,панельный,,8,"кухня, хранение одежды, спальные места",12 м²,,9,4,открытая во дворе,косметический,,,80.4 м²,1978,55.744536,49.224542,"Республика Татарстан, Казань, ул. Рихарда Зорге, 105"
Вторичка,374,6900000,,совмещенный,монолитный,,7,,,17 м²,25,студия,,дизайнерский,2.7 м,,32 м²,2022,55.722872,49.184684,"Республика Татарстан, Казань, ул. Братьев Батталовых, 20Ак2"
Вторичка,144,7390000,лоджия,совмещенный,кирпичный,,9,"кухня, хранение одежды",10.7 м²,,10,1,,евро,2.7 м,,35.8 м²,2017,55.79264832,49.25442123,"р-н Советский, Республика Татарстан, Казань, ул. Фикрята Табеева, 5"
Вторичка,688,11550000,лоджия,раздельный,панельный,,5,"кухня, хранение одежды, спальные места",9 м²,40.2 м²,9,3,открытая во дворе,дизайнерский,2.5 м,"кондиционер, холодильник",65.8 м²,1974,55.75461991440575,49.20401311511688,"Республика Татарстан (Татарстан), Казань, ул. Рихарда Зорге, 41"
Вторичка,2377,12500000,лоджия,раздельный,кирпичный,,6,"кухня, хранение одежды, спальные места",12 м²,,9,2,"подземная, открытая во дворе",евро,2.7 м,"кондиционер, холодильник, стиральная машина, посудомоечная машина",65.5 м²,,55.73712680501276,49.20460274414272,"Республика Татарстан, Казань, Приволжский район, мкр-н Горки-3, Дубравная ул., 28"
Вторичка,835,13100000,"балкон, лоджия",раздельный,панельный,,7,кухня,10 м²,,9,4,открытая во дворе,косметический,,,100 м²,,55.74233246,49.20911789,"Республика Татарстан, Казань, ул. Юлиуса Фучика, 14А"
Вторичка,489,10600000,балкон,совмещенный,панельный,,4,"кухня, хранение одежды, спальные места",15 м²,42 м²,5,3,,дизайнерский,2.8 м,"кондиционер, холодильник, стиральная машина, посудомоечная машина",60 м²,,55.75631,49.17032,"Республика Татарстан (Татарстан), Казань, ул. Комарова, 10"
Вторичка,1507,2849000,,совмещенный,кирпичный,,3,"кухня, спальные места",,17 м²,5,студия,открытая во дворе,евро,,"стиральная машина, водонагреватель",17.2 м²,,55.83463287,49.20267868,"р-н Советский, Республика Татарстан, Казань, Агрызская ул., 78"
Вторичка,1514,5830000,"балкон, лоджия",совмещенный,кирпичный,,1,,11 м²,,5,2,"открытая во дворе, за шлагбаумом во дворе",дизайнерский,2.8 м,водонагреватель,51 м²,2022,55.72243118,49.33327484,"Республика Татарстан, Пестречинский р-н, Богородское сельское поселение, д. Куюки, Молодёжная ул., 29"
Вторичка,913,18000000,,совмещенный,кирпичный,,1,"кухня, спальные места",12 м²,30 м²,5,2,открытая во дворе,евро,3 м,"кондиционер, холодильник, стиральная машина, посудомоечная машина",48.3 м²,,55.77988052,49.11661148,"Республика Татарстан (Татарстан), Казань, ул. Каюма Насыри, 18/13"
Вторичка,1117,7500000,балкон,совмещенный,монолитный,,12,"кухня, хранение одежды, спальные места",8.8 м²,30.5 м²,19,2,открытая во дворе,косметический,2.6 м,"кондиционер, холодильник, стиральная машина",51.3 м²,2019,55.690146,49.201617,"Республика Татарстан, Лаишевский р-н, Столбищенское сельское поселение, с. Усады, Уютная ул., 2"
Вторичка,2833,5599999,,совмещенный,панельный,,1,"хранение одежды, спальные места",5.9 м²,28.6 м²,5,2,открытая во дворе,косметический,2.6 м,,43.7 м²,,55.82835007,49.09218597,"Республика Татарстан, Казань, пр-т Ибрагимова, 38"
Вторичка,1098,7800000,,совмещенный,кирпичный,,5,"кухня, хранение одежды, спальные места",5.7 м²,18 м²,6,1,"открытая во дворе, за шлагбаумом во дворе",евро,2.6 м,"холодильник, стиральная машина",32.1 м²,,55.793865,49.097853,"Республика Татарстан, Казань, ул. Коротченко, 2"
Вторичка,4,8500000,лоджия,раздельный,панельный,,6,,9.7 м²,16.8 м²,17,1,,дизайнерский,,,35.2 м²,2010,55.740563,49.227094,"Республика Татарстан, Казань, ул. Комиссара Габишева, 6"
Вторичка,169,8490000,балкон,"совмещенный, раздельный",панельный,,5,"кухня, хранение одежды, спальные места",7 м²,,5,2,открытая во дворе,евро,2.6 м,"кондиционер, холодильник, стиральная машина",42.1 м²,,55.81921905237431,49.0864366367547,"Республика Татарстан (Татарстан), Казань, 2-я Юго-Западная ул., 32"
Вторичка,1902,3299000,,"совмещенный, раздельный",кирпичный,,5,"кухня, хранение одежды, спальные места",,,,студия,открытая во дворе,дизайнерский,,"кондиционер, стиральная машина",18 м²,,55.82878876,49.07844162,"Республика Татарстан, Казань, ул. Энергетиков, 2/3"
Вторичка,172,3550000,,совмещенный,кирпичный,,1,"хранение одежды, спальные места",6 м²,18 м²,2,1,открытая во дворе,косметический,2.7 м,"холодильник, стиральная машина",32 м²,1958,55.86955643,49.08568954,"Республика Татарстан (Татарстан), Казань, Ново-Караваевская ул., 3А"
Вторичка,678,6200000,балкон,раздельный,панельный,,9,кухня,12 м²,21 м²,9,1,открытая во дворе,косметический,2.4 м,кондиционер,33 м²,1979,55.83133698,49.13159561,"Республика Татарстан, Казань, ул. Фатыха Амирхана, 47"
Вторичка,411,6300000,,совмещенный,кирпичный,,2,,6 м²,30 м²,5,2,открытая во дворе,косметический,2.6 м,,43.3 м²,1963,55.802042,49.187577,"р-н Советский, Республика Татарстан, Казань, ул. Космонавтов, 3"
Вторичка,7983,11500000,,совмещенный,кирпичный,,1,"кухня, хранение одежды, спальные места",25.2 м²,42.6 м²,2,3,за шлагбаумом во дворе,евро,3.2 м,,70 м²,1917,55.79842377,49.12867355,"Республика Татарстан, Казань, Малая Красная ул., 10"
Вторичка,446,10999987,"балкон, лоджия",раздельный,кирпичный,,3,,10 м²,60 м²,7,3,открытая во дворе,евро,,,72 м²,2002,55.79527567719499,49.22841360238691,"р-н Советский, Республика Татарстан (Татарстан), Казань, ул. Мамадышский Тракт, 34"
Вторичка,1048,7200000,лоджия,совмещенный,монолитно-кирпичный,,12,,10 м²,33 м²,20,2,за шлагбаумом во дворе,требует ремонта,,,51.9 м²,2023,55.68891907,49.20521164,"Республика Татарстан, Лаишевский р-н, Столбищенское сельское поселение, с. Усады, ул. Тёплых Встреч, 2"
Вторичка,903,4080000,,раздельный,кирпичный,,6,"кухня, хранение одежды, спальные места",3 м²,19 м²,9,1,открытая во дворе,дизайнерский,2.6 м,,27 м²,1982,55.836767,49.140361,"Республика Татарстан (Татарстан), Казань, ул. Маршала Чуйкова, 63"
Вторичка,2380,9999999,"балкон, лоджия",раздельный,панельный,,1,,8.5 м²,,10,4,открытая во дворе,косметический,,,87 м²,2002,55.841965,49.136345,"Республика Татарстан, Казань, ул. Фатыха Амирхана, 38"
Вторичка,400,8200000,лоджия,совмещенный,панельный,,1,"кухня, хранение одежды, спальные места",12 м²,,10,2,открытая во дворе,требует ремонта,,"холодильник, стиральная машина, водонагреватель",41.9 м²,2006,55.82862854,49.05134583,"Республика Татарстан, Казань, ул. Сабан, 1А"
Вторичка,910,12700000,"балкон, лоджия",совмещенный,кирпичный,,2,"кухня, хранение одежды, спальные места",11.2 м²,19.4 м²,9,1,,дизайнерский,275 м,,45.2 м²,2008,55.822693453065625,49.154281287091855,"р-н Ново-Савиновский, Республика Татарстан (Татарстан), Казань, Чистопольская ул., 79"
Вторичка,3532,5700000,,раздельный,кирпичный,,1,"кухня, хранение одежды, спальные места",6 м²,35 м²,5,3,,косметический,,"холодильник, стиральная машина",52 м²,1969,55.826883,49.075045,"Республика Татарстан, Казань, ул. Шамиля Усманова, 11В"
Вторичка,252,7250000,лоджия,совмещенный,монолитно-кирпичный,,5,"кухня, хранение одежды",12.4 м²,,25,1,"открытая во дворе, за шлагбаумом во дворе",евро,,,35.4 м²,2019,55.72205734,49.18673325,"Республика Татарстан, Казань, ул. Братьев Батталовых, 20к2"
