тип,Пр.Всего,Цена,Балк/Лодж,Санузел,Тип дома,Отделка,Этаж,Мебель,ПлощКухни,ЖилПлощ,Кол-воЭтаж,Кол-воКомн,Парковка,Ремонт,ВысПотол,Техника,ОбщПлощ,ГодПостр,Широта,Долгота,Адрес
Вторичка,262,2800000,,совмещенный,кирпичный,,1,,,,5,студия,,евро,,,12 м²,1989,55.834178,49.094206,"Республика Татарстан (Татарстан), Казань, Коллективная ул., 29"
Вторичка,881,7300000,,совмещенный,кирпичный,,1,,4 м²,10 м²,3,1,,дизайнерский,,,16 м²,1958,55.786404,49.11944,"Республика Татарстан, Казань, ул. Островского, 34"
Вторичка,231,7390000,лоджия,совмещенный,кирпичный,,4,,10.5 м²,18.5 м²,10,1,,косметический,2.7 м,,40.9 м²,,55.869167,49.094826,"Республика Татарстан (Татарстан), Казань, ул. Лукина, 52"
Вторичка,7329,2100000,,совмещенный,кирпичный,,4,,,,5,студия,,евро,,,12.1 м²,1959,55.834467,49.091789,"Республика Татарстан, Казань, ул. Восстания, 27"
Вторичка,1221,8797000,лоджия,раздельный,панельный,,10,,8.5 м²,40.7 м²,10,3,,косметический,,,65.2 м²,2000,55.784481,49.230516,"р-н Советский, Республика Татарстан, Казань, ул. Рашида Вагапова, 15"
Вторичка,2281,12900000,лоджия,совмещенный,кирпичный,,9,,26 м²,60.6 м²,10,3,,евро,,,120 м²,1999,55.860832,49.091547,"Республика Татарстан (Татарстан), Казань, ул. Максимова, 7/6"
Вторичка,3185,12500000,балкон,совмещенный,кирпичный,,2,,17 м²,40 м²,7,1,,евро,3 м,,66 м²,2012,55.790266,49.132411,"Республика Татарстан, Казань, ул. Маяковского, 21"
Вторичка,80,10500000,балкон,совмещенный,монолитный,,3,,17 м²,10 м²,19,1,"подземная, открытая во дворе, за шлагбаумом во дворе",евро,,,45 м²,2017,55.767919,49.172323,"Республика Татарстан, Казань, ул. Аметьевская Магистраль, 16к1"
Вторичка,490,7000000,балкон,совмещенный,панельный,,7,,8 м²,18 м²,9,1,,косметический,,"кондиционер, холодильник, водонагреватель",35 м²,,55.823823,49.122835,"Республика Татарстан, Казань, ул. Четаева, 33"
Вторичка,303,6900000,балкон,совмещенный,панельный,,3,,5 м²,30.5 м²,5,2,,косметический,,,47.5 м²,1972,55.833774,49.124156,"Республика Татарстан, Казань, ул. Маршала Чуйкова, 28"
Вторичка,19,7500000,балкон,совмещенный,монолитно-кирпичный,,7,,9.1 м²,30.6 м²,19,2,,евро,,посудомоечная машина,49.3 м²,2019,55.690146,49.201617,"Республика Татарстан (Татарстан), Лаишевский р-н, Столбищенское сельское поселение, с. Усады, Уютная ул., 2"
Вторичка,252,14999000,лоджия,совмещенный,кирпичный,,2,,16 м²,31.8 м²,9,2,,косметический,,,68 м²,2010,55.774624,49.146012,"Республика Татарстан, Казань, ул. Шаляпина, 12"
Вторичка,296,2590000,,совмещенный,кирпичный,,5,,,8 м²,5,студия,,евро,2.6 м,,11.3 м²,1978,55.745225,49.108498,"р-н Приволжский, Республика Татарстан (Татарстан), Казань, 2-я Гаражная ул., 4к1"
Вторичка,154,11650000,лоджия,совмещенный,монолитный,,10,,8.8 м²,15 м²,16,1,,дизайнерский,,,37.3 м²,2021,55.788292,49.152471,"Республика Татарстан, Казань, ул. Достоевского, 57"
Вторичка,102,4200000,,совмещенный,кирпичный,,3,"кухня, спальные места",,13 м²,3,студия,открытая во дворе,евро,3.2 м,стиральная машина,16 м²,,55.7709465,49.15000153,"Республика Татарстан, Казань, Приволжский район, Газовая ул., 7А"
Вторичка,145,3492000,,раздельный,монолитный,,5,,3 м²,8.9 м²,10,1,,косметический,,,15 м²,1980,55.791273,49.100162,"Республика Татарстан (Татарстан), Казань, ул. Саид-Галеева, 6"
Вторичка,2666,6000000,балкон,совмещенный,панельный,,4,,6.1 м²,41.5 м²,5,3,,требует ремонта,2.5 м,,57.8 м²,1967,55.81129,49.196632,"р-н Советский, Республика Татарстан, Казань, Ново-Азинская ул., 10"
Вторичка,1208,11800000,,,монолитный,,7,,11.3 м²,,23,2,,косметический,,,57.5 м²,2019,55.768025,49.173824,"Республика Татарстан, Казань, ул. Аметьевская Магистраль, 16к2"
Вторичка,950,7150000,балкон,совмещенный,монолитный,,3,,15 м²,,8,2,,евро,,,40.1 м²,2020,55.851,49.062513,"Республика Татарстан, Казань, Тэцевская ул., 4Д"
Вторичка,1882,7890000,балкон,совмещенный,панельный,,4,кухня,5.9 м²,,5,3,открытая во дворе,евро,,,58.7 м²,1967,55.830811,49.065837,"Республика Татарстан (Татарстан), Казань, ул. Шамиля Усманова, 31"
Вторичка,429,9600000,лоджия,раздельный,кирпичный,,7,,7.7 м²,34.5 м²,14,2,,косметический,,,56.7 м²,1980,55.782668,49.149542,"Республика Татарстан, Казань, ул. Вишневского, 57"
Вторичка,2680,28999000,балкон,раздельный,монолитный,,14,,16 м²,59 м²,22,3,,евро,3 м,,112 м²,2017,55.818736,49.143218,"Республика Татарстан, Казань, Чистопольская ул., 86/10"
Вторичка,39,12800000,балкон,совмещенный,монолитно-кирпичный,,4,,11.3 м²,29.1 м²,25,2,"подземная, открытая во дворе",требует ремонта,2.8 м,,58.7 м²,2025,55.77717720748649,49.21821580969231,"Республика Татарстан (Татарстан), Казань, пр-т Победы, 139к2"
Вторичка,1558,3100000,,раздельный,кирпичный,,3,,5 м²,16.7 м²,5,2,,косметический,,,23.8 м²,,55.870723,49.016232,"р-н Московский, Республика Татарстан, Казань, ул. Химиков, 33"
