views,price,floor,kitchen_area,living_area,total_floors,rooms,ceiling_height,total_area,year_built,latitude,longitude,address,floor_ratio,type_vtorichka,type_novostroyki,balcony_lodzhiya,balcony_balkon,balcony_net,bathroom_sovmeschennyy,bathroom_razdelnyy,bathroom_,house_type_kirpichnyy,house_type_monolitnyy,house_type_monolitno-kirpichnyy,house_type_blochnyy,house_type_panelnyy,house_type_derevyannyy,repair_trebuet_remonta,repair_evro,repair_kosmeticheskiy,repair_dizaynerskiy,repair_neizvestnyy,finishing_neizvestnyy,finishing_predchistovaya,finishing_bez_otdelki,finishing_chistovaya,furniture_net,furniture_kuhnya,furniture_hranenie_odezhdy,furniture_spalnye_mesta,parking_podzemnaya,parking_otkrytaya_vo_dvore,parking_za_shlagbaumom_vo_dvore,parking_nazemnaya_mnogourovnevaya,parking_net,technique_net,technique_stiralnaya_mashina,technique_holodilnik,technique_konditsioner,technique_posudomoechnaya_mashina,technique_vodonagrevatel,price_per_sqm,geometry,Kindergarten,School,Mall,Playground,Theatre,Supermarket,Subway Entrance,Bus Stop,Park,Square,Sports Centre,Hospital,Highway,Parking
78,5700000,1,6.5,,2.0,2.0,2.7,41.0,1954.0,55.863586,49.227067,"р-н Советский, Республика Татарстан (Татарстан), Казань, Каштановая ул., 12/46",0.5,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,139024.39024390245,POINT (49.227067 55.863586),4,2,0,2,0,4,0,2,1,0,0,0,115,5
10,8960000,5,13.8,10.5,10.0,1.0,2.7,36.6,,55.80853,49.23026,"р-н Советский, с. Константиновка, ул. Анаса Тазетдинова, д. 5",0.5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,244808.7431693989,POINT (49.23026 55.80853),1,0,0,2,0,0,0,0,0,0,1,0,73,5
14,12710000,2,15.9,30.3,10.0,2.0,2.7,60.3,,55.80853,49.23026,"р-н Советский, с. Константиновка, ул. Анаса Тазетдинова, д. 5",0.2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,210779.4361525705,POINT (49.23026 55.80853),1,0,0,2,0,0,0,0,0,0,1,0,73,5
36,15763500,23,12.0,,23.0,3.0,2.7,75.0,2024.0,55.81431754052724,49.18210164647365,"р-н Советский, Республика Татарстан (Татарстан), Казань, ул. Академика Арбузова, 4А",1.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,210180.0,POINT (49.18210164647365 55.81431754052724),2,1,1,3,0,1,0,4,0,0,0,0,243,9
15,8660000,1,10.2,19.6,10.0,1.0,2.7,36.9,,55.80853,49.23026,"р-н Советский, с. Константиновка, ул. Анаса Тазетдинова, д. 5",0.1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,234688.34688346885,POINT (49.23026 55.80853),1,0,0,2,0,0,0,0,0,0,1,0,73,5
13,8425000,2,10.9,10.9,10.0,1.0,2.7,33.8,,55.80853,49.23026,"р-н Советский, с. Константиновка, ул. Анаса Тазетдинова, д. 5",0.2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,249260.35502958583,POINT (49.23026 55.80853),1,0,0,2,0,0,0,0,0,0,1,0,73,5
29,12050000,6,12.4,32.2,20.0,2.0,2.7,65.7,,55.73732,49.14358,"р-н Приволжский, ул. Владимира Кулагина, стр. 1",0.3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,183409.43683409435,POINT (49.14358 55.73732),1,0,0,1,0,2,0,4,0,0,0,0,69,6
163,6799000,2,,23.3,19.0,0.0,2.7,32.9,2017.0,55.748969,49.183085,"Республика Татарстан, Казань, ул. Профессора Камая, 10к3",0.10526315789473684,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,206656.5349544073,POINT (49.183085 55.748969),2,0,0,1,0,4,0,4,0,0,0,0,92,4
3097,12999999,15,17.8,35.0,20.0,2.0,2.7,56.0,2021.0,55.781823,49.149587,"Республика Татарстан, Казань, ул. Вишневского, 59Ак1",0.75,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,232142.8392857143,POINT (49.149587 55.781823),2,1,0,9,0,1,0,1,0,0,0,0,195,25
1174,8590000,2,9.0,,5.0,3.0,2.7,58.0,1963.0,55.829062,49.086247,"Республика Татарстан (Татарстан), Казань, Волгоградская ул., 9",0.4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,148103.44827586206,POINT (49.086247 55.829062),3,1,0,8,0,2,1,3,1,0,0,0,288,7
141,12000000,1,4.0,15.0,3.0,1.0,2.7,19.0,,55.797508,49.113699,"Республика Татарстан, Казань, ул. Карла Маркса, 11А",0.3333333333333333,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,631578.947368421,POINT (49.113699 55.797508),2,1,0,2,0,0,0,2,1,0,0,0,308,16
132,9500000,5,28.0,,18.0,1.0,2.7,40.5,2023.0,55.774897,49.20451,"Республика Татарстан (Татарстан), Казань, Бухарская ул., 32к2",0.2777777777777778,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,234567.9012345679,POINT (49.20451 55.774897),0,0,0,1,0,0,0,0,0,0,1,0,46,0
169,4490000,2,7.0,,3.0,1.0,2.7,30.0,2018.0,55.810557,49.439536,"Республика Татарстан, Пестречинский р-н, Шигалеевское сельское поселение, с. Новое Шигалеево, ул. Габдуллы Тукая, 33",0.6666666666666666,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,149666.66666666666,POINT (49.439536 55.810557),0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,14300000,4,14.3,36.5,20.0,2.0,2.7,74.0,,55.73732,49.14358,"р-н Приволжский, ул. Владимира Кулагина, стр. 1",0.2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,193243.24324324325,POINT (49.14358 55.73732),1,0,0,1,0,2,0,4,0,0,0,0,69,6
352,17850000,6,21.4,32.3,10.0,2.0,2.7,86.0,2007.0,55.779687,49.14877,"Республика Татарстан, Казань, Бойничная ул., 5",0.6,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,207558.13953488372,POINT (49.14877 55.779687),1,0,0,5,0,1,0,0,0,0,0,0,116,10
934,18050000,6,19.1,83.2,9.0,4.0,2.7,148.2,2002.0,55.788348,49.174533,"Республика Татарстан, Казань, Советский район, Спортивная ул., 33",0.6666666666666666,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,121794.87179487181,POINT (49.174533 55.788348),0,0,0,4,0,0,0,3,0,0,2,0,147,3
274,6990000,2,9.6,,5.0,1.0,2.7,35.0,2014.0,55.760621,49.247458,"Республика Татарстан (Татарстан), Казань, ул. Дмитрия Менделеева, 17",0.4,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,199714.2857142857,POINT (49.247458 55.760621),1,0,0,3,0,0,0,0,0,0,0,0,46,6
1972,17500000,6,12.0,55.0,14.0,3.0,2.7,89.0,2015.0,55.814082,49.070275,"Республика Татарстан, Казань, Краснококшайская ул., 84",0.42857142857142855,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,196629.21348314607,POINT (49.070275 55.814082),0,0,0,5,0,2,0,2,0,0,0,0,128,2
203,5200000,3,5.6,,5.0,2.0,2.7,37.0,1971.0,55.859766,49.223716,"р-н Советский, Республика Татарстан (Татарстан), Казань, Парковая ул., 17",0.6,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,140540.54054054053,POINT (49.223716 55.859766),2,2,0,1,0,1,0,0,0,0,1,0,66,4
158,5997600,2,18.2,,18.0,2.0,2.6,36.0,,55.72873250819677,49.19016757115441,"Республика Татарстан (Татарстан), Казань, ул. Оренбургский Тракт, 140Г",0.1111111111111111,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,166600.0,POINT (49.19016757115441 55.72873250819677),0,0,0,0,0,1,0,2,0,0,0,1,107,5
22,13460000,2,16.8,27.3,10.0,2.0,2.7,63.9,,55.80853,49.23026,"р-н Советский, с. Константиновка, ул. Анаса Тазетдинова, д. 5",0.2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,210641.627543036,POINT (49.23026 55.80853),1,0,0,2,0,0,0,0,0,0,1,0,73,5
1052,5250000,6,6.5,19.8,10.0,1.0,2.7,35.0,2022.0,55.858043,48.90821,"р-н Кировский, Республика Татарстан, Казань, ул. Генерала Махмута Гареева, 5Б",0.6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,150000.0,POINT (48.90821 55.858043),1,1,0,0,0,4,0,0,0,0,0,0,37,5
1913,20000000,6,20.0,40.0,9.0,3.0,2.7,73.0,2019.0,55.821537,49.067571,"Республика Татарстан (Татарстан), Казань, ул. Галимджана Баруди, 16",0.6666666666666666,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,273972.602739726,POINT (49.067571 55.821537),3,2,1,6,0,2,0,0,1,0,0,0,109,4
842,5790000,4,7.5,,9.0,1.0,2.7,27.3,1998.0,55.813182,49.196704,"р-н Советский, Республика Татарстан (Татарстан), Казань, Ново-Азинская ул., 12",0.4444444444444444,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,212087.9120879121,POINT (49.196704 55.813182),1,0,0,4,0,2,0,1,0,0,0,0,101,1
196,18000000,1,13.0,35.1,10.0,2.0,2.8,67.7,2020.0,55.798389,49.182124,"р-н Советский, Республика Татарстан, Казань, ул. Николая Ершова, 66В",0.1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,265878.8774002954,POINT (49.182124 55.798389),1,1,2,12,0,3,0,1,1,0,0,0,288,18
279,8999000,6,8.0,33.0,10.0,2.0,2.7,53.0,2006.0,55.861747,49.077704,"Республика Татарстан (Татарстан), Казань, ул. Челюскина, 26",0.6,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,169792.45283018867,POINT (49.077704 55.861747),3,2,0,1,0,4,0,3,0,0,0,1,94,1
28,9170000,4,14.8,14.4,10.0,1.0,2.7,37.7,,55.80853,49.23026,"р-н Советский, с. Константиновка, ул. Анаса Тазетдинова, д. 5",0.4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,243236.074270557,POINT (49.23026 55.80853),1,0,0,2,0,0,0,0,0,0,1,0,73,5
392,12100000,14,8.9,40.0,16.0,2.0,2.7,60.0,2006.0,55.742372,49.20186,"Республика Татарстан, Казань, ул. Юлиуса Фучика, 8Б",0.875,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,201666.66666666666,POINT (49.20186 55.742372),2,2,0,6,0,2,0,2,0,0,0,0,124,7
2509,8790000,2,16.5,16.5,10.0,1.0,2.7,36.4,2019.0,55.762059,49.200468,"Республика Татарстан, Казань, пр. Яраткан, 4",0.2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,241483.5164835165,POINT (49.200468 55.762059),2,0,0,22,0,1,0,0,1,0,0,0,177,14
155,7499000,3,9.2,,5.0,3.0,2.7,60.0,1999.0,55.84863,48.916016,"р-н Кировский, Республика Татарстан (Татарстан), Казань, Залесная ул., 2А",0.6,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,124983.33333333333,POINT (48.916016 55.84863),1,0,0,2,0,1,0,2,0,0,0,0,59,3
40,9300000,6,9.0,17.0,16.0,1.0,2.7,41.0,2011.0,55.753894,49.234792,"Республика Татарстан, Казань, ул. Юлиуса Фучика, 58Б",0.375,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,226829.26829268291,POINT (49.234792 55.753894),2,4,0,6,0,2,0,2,0,0,0,0,76,3
325,10050000,7,10.2,,9.0,1.0,2.7,46.0,2006.0,55.81304,49.188673,"р-н Советский, Республика Татарстан (Татарстан), Казань, ул. Журналистов, 30",0.7777777777777778,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,218478.26086956522,POINT (49.188673 55.81304),0,2,1,0,0,0,0,1,0,0,0,0,150,2
90,7301000,8,7.4,13.1,9.0,1.0,2.7,31.4,,55.81415,49.42791,"с. Новое Шигалеево, стр. 2.2",0.8888888888888888,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,232515.92356687898,POINT (49.42791 55.81415),0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,10450000,11,10.5,16.8,15.0,1.0,2.7,42.3,2025.0,55.810536,49.074209,"Республика Татарстан (Татарстан), Казань, Краснококшайская ул., 60",0.7333333333333333,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,247044.91725768324,POINT (49.074209 55.810536),1,0,0,0,0,2,0,2,0,0,0,0,120,1
3079,9800000,13,9.0,44.0,14.0,3.0,2.7,62.2,1993.0,55.836378,49.103953,"Республика Татарстан, Казань, ул. Маршала Чуйкова, 1",0.9285714285714286,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,157556.270096463,POINT (49.103953 55.836378),2,2,0,5,0,2,0,6,0,0,0,0,233,9
77,11050000,15,9.8,48.0,22.0,2.0,2.7,65.5,2010.0,55.732636,49.173096,"Республика Татарстан (Татарстан), Казань, ул. Баки Урманче, 6",0.6818181818181818,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,168702.2900763359,POINT (49.173096 55.732636),4,0,0,15,0,5,0,2,0,0,0,0,211,28
214,8300000,5,6.0,25.1,5.0,3.0,2.7,59.1,1973.0,55.831903,49.122584,"Республика Татарстан (Татарстан), Казань, ул. Мусина, 49",1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,140439.9323181049,POINT (49.122584 55.831903),3,3,1,0,0,2,0,0,0,0,0,0,88,2
1892,3050000,3,,,4.0,0.0,2.7,16.0,1936.0,55.85342,49.076958,"Республика Татарстан (Татарстан), Казань, ул. Лядова, 14",0.75,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,190625.0,POINT (49.076958 55.85342),3,3,1,0,0,2,0,1,3,0,0,0,120,2
580,12550000,2,11.0,33.0,20.0,3.0,2.8,62.0,2015.0,55.749218,49.184729,"Республика Татарстан, Казань, ул. Профессора Камая, 10к1",0.1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,202419.35483870967,POINT (49.184729 55.749218),2,0,0,0,0,4,0,2,0,0,0,0,94,6
775,7700000,6,7.5,24.0,10.0,2.0,2.7,41.0,1997.0,55.745934,49.19179,"Республика Татарстан, Казань, ул. Хусаина Мавлютова, 41",0.6,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,187804.8780487805,POINT (49.19179 55.745934),2,0,2,6,0,1,0,2,1,0,0,0,144,9
96,9000000,4,8.4,37.3,9.0,3.0,2.7,59.3,1984.0,55.838218,49.118577,"Республика Татарстан, Казань, ул. Голубятникова, 30",0.4444444444444444,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,151770.65767284992,POINT (49.118577 55.838218),0,0,0,1,0,3,0,1,1,0,0,0,102,3
2204,7300000,1,5.5,18.5,5.0,1.0,2.7,31.5,1966.0,55.780532,49.104779,"Республика Татарстан, Казань, ул. Галиаскара Камала, 47",0.2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,231746.03174603175,POINT (49.104779 55.780532),1,1,0,2,0,0,0,0,1,0,0,0,61,1
613,3590000,3,,,5.0,0.0,2.7,21.0,1962.0,55.835761,49.091071,"Республика Татарстан, Казань, ул. Восстания, 24",0.6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,170952.38095238095,POINT (49.091071 55.835761),3,0,0,12,0,2,0,6,0,0,0,1,209,4
15,10630000,7,10.2,24.1,10.0,2.0,2.7,44.4,,55.80853,49.23026,"р-н Советский, с. Константиновка, ул. Анаса Тазетдинова, д. 5",0.7,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,239414.4144144144,POINT (49.23026 55.80853),1,0,0,2,0,0,0,0,0,0,1,0,73,5
557,11000000,6,10.9,38.5,10.0,3.0,2.5,62.8,2004.0,55.767605,49.242015,"Республика Татарстан (Татарстан), Казань, ул. Ноксинский Спуск, 26",0.6,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,175159.23566878983,POINT (49.242015 55.767605),1,0,0,9,0,1,0,2,0,0,0,0,90,7
80,11699000,5,10.0,26.0,10.0,2.0,2.7,53.0,2022.0,55.788429,49.252768,"р-н Советский, Республика Татарстан, Казань, ул. Азата Аббасова, 19",0.5,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,220735.84905660377,POINT (49.252768 55.788429),1,1,0,10,0,2,0,2,0,0,0,0,177,13
770,15899000,2,19.2,,10.0,3.0,2.7,111.5,2006.0,55.808073,49.190613,"р-н Советский, Республика Татарстан, Казань, ул. Журналистов, 6",0.2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,142591.92825112108,POINT (49.190613 55.808073),1,2,0,5,0,2,0,2,1,0,0,0,167,0
552,8300000,2,8.1,26.5,19.0,2.0,2.7,48.8,2019.0,55.845046,48.907069,"р-н Кировский, Республика Татарстан, Казань, Кировский район, жилой массив Залесный, ул. Гавриила Державина, 3к4",0.10526315789473684,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,170081.96721311475,POINT (48.907069 55.845046),1,0,0,8,0,1,0,0,0,0,0,0,74,6
40,9231000,2,,17.6,10.0,0.0,2.7,33.7,,55.80853,49.23026,"р-н Советский, с. Константиновка, ул. Анаса Тазетдинова, д. 5",0.2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,273916.91394658753,POINT (49.23026 55.80853),1,0,0,2,0,0,0,0,0,0,1,0,73,5
465,5990000,5,9.0,18.4,10.0,1.0,2.7,35.3,2024.0,55.683858,49.212586,"Республика Татарстан, Лаишевский р-н, Столбищенское сельское поселение, с. Усады, Счастливая ул., 11",0.5,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,169688.38526912182,POINT (49.212586 55.683858),0,0,0,0,0,0,0,0,0,0,0,0,0,0
3068,16999000,12,25.0,55.0,22.0,3.0,2.7,97.0,2019.0,55.776462,49.217886,"Республика Татарстан, Казань, пр-т Победы, 139к2",0.5454545454545454,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,175247.42268041236,POINT (49.217886 55.776462),0,1,1,2,0,3,0,3,0,0,0,1,208,9
1165,10900000,1,15.0,,10.0,1.0,2.7,53.4,2016.0,55.794988,49.179375,"Республика Татарстан, Казань, ул. Николая Ершова, 62Г",0.1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,204119.85018726593,POINT (49.179375 55.794988),1,0,1,10,0,4,0,3,1,0,0,1,239,14
1645,6000000,5,6.0,28.4,5.0,2.0,2.7,47.4,1963.0,55.828956,49.08772,"Республика Татарстан (Татарстан), Казань, Волгоградская ул., 13",1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,126582.27848101266,POINT (49.08772 55.828956),2,1,0,7,0,1,0,2,2,0,0,0,218,5
136,15270000,2,13.1,47.4,19.0,3.0,2.7,80.0,2024.0,55.78119967423721,49.188089335883056,"Республика Татарстан (Татарстан), Казань, ул. Аделя Кутуя, 100",0.10526315789473684,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,190875.0,POINT (49.188089335883056 55.78119967423721),2,3,0,5,0,1,0,2,0,0,0,0,86,10
29,16500000,3,9.8,26.3,19.0,2.0,2.8,56.1,2025.0,55.827934,49.163915,"р-н Ново-Савиновский, Республика Татарстан (Татарстан), Казань, ул. Гаврилова, 5",0.15789473684210525,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,294117.6470588235,POINT (49.163915 55.827934),0,0,0,0,0,0,0,0,1,0,0,0,79,3
10,13500000,4,16.8,27.3,10.0,2.0,2.7,63.9,,55.80853,49.23026,"р-н Советский, с. Константиновка, ул. Анаса Тазетдинова, д. 5",0.4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,211267.60563380283,POINT (49.23026 55.80853),1,0,0,2,0,0,0,0,0,0,1,0,73,5
1935,8103000,8,17.0,10.0,17.0,1.0,2.6,36.0,,55.825113,49.152345,"р-н Ново-Савиновский, Республика Татарстан, Казань, пр-т Ямашева, 97",0.47058823529411764,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,225083.33333333334,POINT (49.152345 55.825113),3,0,3,1,0,4,0,2,1,0,0,1,191,6
2022,8500000,6,12.6,17.0,10.0,1.0,2.7,43.7,2018.0,55.803428,49.202417,"р-н Советский, Республика Татарстан, Казань, ул. Зур Урам, 1И",0.6,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,194508.00915331807,POINT (49.202417 55.803428),3,0,0,16,0,5,0,1,0,0,0,0,194,18
118,5965000,3,,15.0,17.0,0.0,2.7,20.2,2025.0,55.80644696894863,49.22460902908327,"р-н Советский, Республика Татарстан (Татарстан), Казань, ул. Анаса Тазетдинова, 1к3",0.17647058823529413,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,295297.0297029703,POINT (49.22460902908327 55.80644696894863),2,0,0,4,0,0,0,0,0,0,1,0,96,11
301,6299000,4,6.0,41.0,5.0,3.0,2.7,56.0,1966.0,55.822847,49.044808,"Республика Татарстан, Казань, Кировский район, Светлая ул., 24",0.8,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,112482.14285714286,POINT (49.044808 55.822847),2,0,1,1,0,3,0,3,0,0,0,0,106,1
8,11016000,6,14.8,14.4,10.0,1.0,2.7,37.7,,55.80853,49.23026,"р-н Советский, с. Константиновка, ул. Анаса Тазетдинова, д. 5",0.6,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,292201.59151193633,POINT (49.23026 55.80853),1,0,0,2,0,0,0,0,0,0,1,0,73,5
3341,6999000,2,8.3,27.9,10.0,2.0,2.7,52.4,,55.838314,49.132851,"Республика Татарстан (Татарстан), Казань, ул. Фатыха Амирхана, 83",0.2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,133568.70229007633,POINT (49.132851 55.838314),1,1,0,4,0,3,0,4,0,0,0,0,122,1
552,10500000,16,12.0,32.0,17.0,2.0,2.7,57.3,2016.0,55.803368,49.240254,"р-н Советский, Республика Татарстан, Казань, ул. Натана Рахлина, 13",0.9411764705882353,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,183246.07329842934,POINT (49.240254 55.803368),3,0,0,9,0,3,0,0,0,0,0,0,111,14
